T,M,D,K,C,Val,DK,DKC
8,4,C2,P3,S4,-993.3517247483641,"C2,P3","C2,P3,S4"
8,4,C2,P3,S6,6.64827525163591,"C2,P3","C2,P3,S6"
9,0,C1,P3,S1,7.5617924991195515,"C1,P3","C1,P3,S1"
9,0,C1,P3,S4,-992.4382075008805,"C1,P3","C1,P3,S4"
9,0,C1,P3,S6,7.5617924991195515,"C1,P3","C1,P3,S6"
9,0,C2,P3,S1,-992.4382075008805,"C2,P3","C2,P3,S1"
9,0,C2,P3,S4,-992.4382075008805,"C2,P3","C2,P3,S4"
9,0,C2,P3,S6,7.5617924991195515,"C2,P3","C2,P3,S6"
9,1,C1,P3,S1,7.5617924991195515,"C1,P3","C1,P3,S1"
9,1,C1,P3,S4,-992.4382075008805,"C1,P3","C1,P3,S4"
9,1,C1,P3,S6,7.5617924991195515,"C1,P3","C1,P3,S6"
9,1,C2,P3,S1,-992.4382075008805,"C2,P3","C2,P3,S1"
9,1,C2,P3,S4,-992.4382075008805,"C2,P3","C2,P3,S4"
9,1,C2,P3,S6,7.5617924991195515,"C2,P3","C2,P3,S6"
9,2,C1,P3,S1,7.5617924991195515,"C1,P3","C1,P3,S1"
9,2,C1,P3,S4,-992.4382075008805,"C1,P3","C1,P3,S4"
9,2,C1,P3,S6,7.5617924991195515,"C1,P3","C1,P3,S6"
9,2,C2,P3,S1,-992.4382075008805,"C2,P3","C2,P3,S1"
9,2,C2,P3,S4,-992.4382075008805,"C2,P3","C2,P3,S4"
9,2,C2,P3,S6,7.5617924991195515,"C2,P3","C2,P3,S6"
9,3,C1,P3,S1,7.5617924991195515,"C1,P3","C1,P3,S1"
9,3,C1,P3,S4,-992.4382075008805,"C1,P3","C1,P3,S4"
9,3,C1,P3,S6,7.5617924991195515,"C1,P3","C1,P3,S6"
9,3,C2,P3,S1,-992.4382075008805,"C2,P3","C2,P3,S1"
9,3,C2,P3,S4,-992.4382075008805,"C2,P3","C2,P3,S4"
9,3,C2,P3,S6,7.5617924991195515,"C2,P3","C2,P3,S6"
9,4,C1,P3,S1,7.5617924991195515,"C1,P3","C1,P3,S1"
