T,M,D,K,C,Val,DK,DKC
3,1,C2,P3,S4,0.8257362625305085,"C2,P3","C2,P3,S4"
3,1,C2,P3,S6,0.8969721125132084,"C2,P3","C2,P3,S6"
3,2,C1,P3,S1,0.9620193480283383,"C1,P3","C1,P3,S1"
3,2,C1,P3,S4,1.1751481066944662,"C1,P3","C1,P3,S4"
3,2,C1,P3,S6,0.9976372730194909,"C1,P3","C1,P3,S6"
3,2,C2,P3,S1,0.8613541875220099,"C2,P3","C2,P3,S1"
3,2,C2,P3,S4,0.8257362625306204,"C2,P3","C2,P3,S4"
3,2,C2,P3,S6,0.8969721125132812,"C2,P3","C2,P3,S6"
3,3,C1,P3,S1,0.9133652737470254,"C1,P3","C1,P3,S1"
3,3,C1,P3,S4,1.1025053711881143,"C1,P3","C1,P3,S4"
3,3,C1,P3,S6,0.9507640949875313,"C1,P3","C1,P3,S6"
3,3,C2,P3,S1,0.8613541875220152,"C2,P3","C2,P3,S1"
3,3,C2,P3,S4,0.8257362625307927,"C2,P3","C2,P3,S4"
3,3,C2,P3,S6,0.8969721125125263,"C2,P3","C2,P3,S6"
3,4,C1,P3,S1,0.9133652737470254,"C1,P3","C1,P3,S1"
3,4,C1,P3,S4,1.1025053711881143,"C1,P3","C1,P3,S4"
3,4,C1,P3,S6,0.9507640949875313,"C1,P3","C1,P3,S6"
3,4,C2,P3,S1,0.8613541875220152,"C2,P3","C2,P3,S1"
3,4,C2,P3,S4,0.8257362625307927,"C2,P3","C2,P3,S4"
3,4,C2,P3,S6,0.8969721125125263,"C2,P3","C2,P3,S6"
4,0,C1,P3,S1,1.93941766891915,"C1,P3","C1,P3,S1"
4,0,C1,P3,S4,2.3970692705619543,"C1,P3","C1,P3,S4"
4,0,C1,P3,S6,2.010297339651339,"C1,P3","C1,P3,S6"
4,0,C2,P3,S1,1.7337958331687409,"C2,P3","C2,P3,S1"
4,0,C2,P3,S4,1.662916162435696,"C2,P3","C2,P3,S4"
4,0,C2,P3,S6,1.8046755039011515,"C2,P3","C2,P3,S6"
4,1,C1,P3,S1,1.9291365771313738,"C1,P3","C1,P3,S1"
4,1,C1,P3,S4,2.323653959749823,"C1,P3","C1,P3,S4"
4,1,C1,P3,S6,2.000016247863717,"C1,P3","C1,P3,S6"
4,1,C2,P3,S1,1.7337958331688421,"C2,P3","C2,P3,S1"
4,1,C2,P3,S4,1.6629161624365967,"C2,P3","C2,P3,S4"
4,1,C2,P3,S6,1.8046755039014295,"C2,P3","C2,P3,S6"
4,2,C1,P3,S1,1.9291365771314772,"C1,P3","C1,P3,S1"
4,2,C1,P3,S4,2.323653959749958,"C1,P3","C1,P3,S4"
4,2,C1,P3,S6,2.0000162478638184,"C1,P3","C1,P3,S6"
4,2,C2,P3,S1,1.73379583316878,"C2,P3","C2,P3,S1"
4,2,C2,P3,S4,1.6629161624357067,"C2,P3","C2,P3,S4"
4,2,C2,P3,S6,1.8046755039014526,"C2,P3","C2,P3,S6"
4,3,C1,P3,S1,1.881057710077354,"C1,P3","C1,P3,S1"
4,3,C1,P3,S4,2.273261385805994,"C1,P3","C1,P3,S4"
4,3,C1,P3,S6,1.955481364346323,"C1,P3","C1,P3,S6"
4,3,C2,P3,S1,1.7337958331688137,"C2,P3","C2,P3,S1"
4,3,C2,P3,S4,1.6629161624361863,"C2,P3","C2,P3,S4"
4,3,C2,P3,S6,1.8046755039006186,"C2,P3","C2,P3,S6"
4,4,C1,P3,S1,1.881057710077354,"C1,P3","C1,P3,S1"
4,4,C1,P3,S4,2.273261385805994,"C1,P3","C1,P3,S4"
4,4,C1,P3,S6,1.955481364346323,"C1,P3","C1,P3,S6"
4,4,C2,P3,S1,1.7337958331688137,"C2,P3","C2,P3,S1"
4,4,C2,P3,S4,1.6629161624361863,"C2,P3","C2,P3,S4"
4,4,C2,P3,S6,1.8046755039006186,"C2,P3","C2,P3,S6"
5,0,C1,P3,S1,2.8968637257309044,"C1,P3","C1,P3,S1"
5,0,C1,P3,S4,3.534090065087132,"C1,P3","C1,P3,S4"
5,0,C1,P3,S6,3.002652524747048,"C1,P3","C1,P3,S6"
5,0,C2,P3,S1,2.5975130623585736,"C2,P3","C2,P3,S1"
5,0,C2,P3,S4,2.4917242633424213,"C2,P3","C2,P3,S4"
5,0,C2,P3,S6,2.703301861375637,"C2,P3","C2,P3,S6"
5,1,C1,P3,S1,2.8818961925623947,"C1,P3","C1,P3,S1"
5,1,C1,P3,S4,3.429853484912896,"C1,P3","C1,P3,S4"
5,1,C1,P3,S6,2.987684991578531,"C1,P3","C1,P3,S6"
5,1,C2,P3,S1,2.5975130623588614,"C2,P3","C2,P3,S1"
5,1,C2,P3,S4,2.4917242633415846,"C2,P3","C2,P3,S4"
5,1,C2,P3,S6,2.7033018613755715,"C2,P3","C2,P3,S6"
5,2,C1,P3,S1,2.8818961925623254,"C1,P3","C1,P3,S1"
5,2,C1,P3,S4,3.4298534849123845,"C1,P3","C1,P3,S4"
5,2,C1,P3,S6,2.987684991578611,"C1,P3","C1,P3,S6"
5,2,C2,P3,S1,2.597513062359117,"C2,P3","C2,P3,S1"
5,2,C2,P3,S4,2.4917242633424905,"C2,P3","C2,P3,S4"
5,2,C2,P3,S6,2.7033018613756177,"C2,P3","C2,P3,S6"
5,3,C1,P3,S1,2.8341401258542813,"C1,P3","C1,P3,S1"
5,3,C1,P3,S4,3.398063985431046,"C1,P3","C1,P3,S4"
5,3,C1,P3,S6,2.9452183648208408,"C1,P3","C1,P3,S6"
5,3,C2,P3,S1,2.5975130623590035,"C2,P3","C2,P3,S1"
5,3,C2,P3,S4,2.4917242633426397,"C2,P3","C2,P3,S4"
5,3,C2,P3,S6,2.7033018613748103,"C2,P3","C2,P3,S6"
5,4,C1,P3,S1,2.8341401258542813,"C1,P3","C1,P3,S1"
5,4,C1,P3,S4,3.398063985431046,"C1,P3","C1,P3,S4"
5,4,C1,P3,S6,2.9452183648208408,"C1,P3","C1,P3,S6"
5,4,C2,P3,S1,2.5975130623590035,"C2,P3","C2,P3,S1"
5,4,C2,P3,S4,2.4917242633426397,"C2,P3","C2,P3,S4"
5,4,C2,P3,S6,2.7033018613748103,"C2,P3","C2,P3,S6"
6,0,C1,P3,S1,3.8400957450076536,"C1,P3","C1,P3,S1"
6,0,C1,P3,S4,4.629227594998574,"C1,P3","C1,P3,S4"
6,0,C1,P3,S6,3.980444581024755,"C1,P3","C1,P3,S6"
6,0,C2,P3,S1,3.452593119257382,"C2,P3","C2,P3,S1"
6,0,C2,P3,S4,3.3122442832390018,"C2,P3","C2,P3,S4"
6,0,C2,P3,S6,3.592941955275051,"C2,P3","C2,P3,S6"
6,1,C1,P3,S1,3.820720613719852,"C1,P3","C1,P3,S1"
6,1,C1,P3,S4,4.497529263823199,"C1,P3","C1,P3,S4"
6,1,C1,P3,S6,3.961069449737337,"C1,P3","C1,P3,S6"
6,1,C2,P3,S1,3.452593119257563,"C2,P3","C2,P3,S1"
6,1,C2,P3,S4,3.312244283239769,"C2,P3","C2,P3,S4"
6,1,C2,P3,S6,3.592941955274944,"C2,P3","C2,P3,S6"
6,2,C1,P3,S1,3.8207206137201304,"C1,P3","C1,P3,S1"
6,2,C1,P3,S4,4.497529263822386,"C1,P3","C1,P3,S4"
6,2,C1,P3,S6,3.9610694497372956,"C1,P3","C1,P3,S6"
6,2,C2,P3,S1,3.452593119256883,"C2,P3","C2,P3,S1"
6,2,C2,P3,S4,3.3122442832398313,"C2,P3","C2,P3,S4"
6,2,C2,P3,S6,3.592941955274985,"C2,P3","C2,P3,S6"
6,3,C1,P3,S1,3.7730521405054747,"C1,P3","C1,P3,S1"
6,3,C1,P3,S4,4.4811055023916975,"C1,P3","C1,P3,S4"
6,3,C1,P3,S6,3.9204184183234374,"C1,P3","C1,P3,S6"
6,3,C2,P3,S1,3.4525931192574317,"C2,P3","C2,P3,S1"
6,3,C2,P3,S4,3.312244283239604,"C2,P3","C2,P3,S4"
6,3,C2,P3,S6,3.592941955274334,"C2,P3","C2,P3,S6"
6,4,C1,P3,S1,3.7730521405054747,"C1,P3","C1,P3,S1"
6,4,C1,P3,S4,4.4811055023916975,"C1,P3","C1,P3,S4"
6,4,C1,P3,S6,3.9204184183234374,"C1,P3","C1,P3,S6"
6,4,C2,P3,S1,3.4525931192574317,"C2,P3","C2,P3,S1"
6,4,C2,P3,S4,3.312244283239604,"C2,P3","C2,P3,S4"
6,4,C2,P3,S6,3.592941955274334,"C2,P3","C2,P3,S6"
7,0,C1,P3,S1,4.769531921953251,"C1,P3","C1,P3,S1"
7,0,C1,P3,S4,4.883545497307488,"C1,P3","C1,P3,S4"
7,0,C1,P3,S6,4.883545497307988,"C1,P3","C1,P3,S6"
7,0,C2,P3,S1,4.299122375587216,"C2,P3","C2,P3,S1"
7,0,C2,P3,S4,4.124559102938904,"C2,P3","C2,P3,S4"
7,0,C2,P3,S6,4.473685648235386,"C2,P3","C2,P3,S6"
7,1,C1,P3,S1,4.746011444635401,"C1,P3","C1,P3,S1"
7,1,C1,P3,S4,4.807646857870657,"C1,P3","C1,P3,S4"
7,1,C1,P3,S6,4.863052504854321,"C1,P3","C1,P3,S6"
7,1,C2,P3,S1,4.299122375585452,"C2,P3","C2,P3,S1"
7,1,C2,P3,S4,4.124559102938922,"C2,P3","C2,P3,S4"
7,1,C2,P3,S6,4.473685648234948,"C2,P3","C2,P3,S6"
7,2,C1,P3,S1,4.746011444634889,"C1,P3","C1,P3,S1"
7,2,C1,P3,S4,4.807646857870703,"C1,P3","C1,P3,S4"
7,2,C1,P3,S6,4.86305250485436,"C1,P3","C1,P3,S6"
7,2,C2,P3,S1,4.299122375586399,"C2,P3","C2,P3,S1"
7,2,C2,P3,S4,4.124559102938254,"C2,P3","C2,P3,S4"
7,2,C2,P3,S6,4.473685648235358,"C2,P3","C2,P3,S6"
7,3,C1,P3,S1,4.69821151287241,"C1,P3","C1,P3,S1"
7,3,C1,P3,S4,4.723448351880946,"C1,P3","C1,P3,S4"
7,3,C1,P3,S6,4.82095325185928,"C1,P3","C1,P3,S6"
7,3,C2,P3,S1,4.299122375586131,"C2,P3","C2,P3,S1"
7,3,C2,P3,S4,4.124559102938236,"C2,P3","C2,P3,S4"
7,3,C2,P3,S6,4.473685648234786,"C2,P3","C2,P3,S6"
7,4,C1,P3,S1,4.69821151287241,"C1,P3","C1,P3,S1"
7,4,C1,P3,S4,4.723448351880946,"C1,P3","C1,P3,S4"
7,4,C1,P3,S6,4.82095325185928,"C1,P3","C1,P3,S6"
7,4,C2,P3,S1,4.299122375586131,"C2,P3","C2,P3,S1"
7,4,C2,P3,S4,4.124559102938236,"C2,P3","C2,P3,S4"
7,4,C2,P3,S6,4.473685648234786,"C2,P3","C2,P3,S6"
8,0,C1,P3,S1,4.864810042334934,"C1,P3","C1,P3,S1"
8,0,C1,P3,S4,4.864810042335071,"C1,P3","C1,P3,S4"
8,0,C1,P3,S6,4.864810042334885,"C1,P3","C1,P3,S6"
8,0,C2,P3,S1,4.864810042335062,"C2,P3","C2,P3,S1"
8,0,C2,P3,S4,4.864810042334566,"C2,P3","C2,P3,S4"
8,0,C2,P3,S6,4.864810042334783,"C2,P3","C2,P3,S6"
8,1,C1,P3,S1,4.864810042334932,"C1,P3","C1,P3,S1"
8,1,C1,P3,S4,4.864810042335173,"C1,P3","C1,P3,S4"
8,1,C1,P3,S6,4.864810042334697,"C1,P3","C1,P3,S6"
8,1,C2,P3,S1,4.864810042336078,"C2,P3","C2,P3,S1"
8,1,C2,P3,S4,4.864810042334366,"C2,P3","C2,P3,S4"
8,1,C2,P3,S6,4.86481004233484,"C2,P3","C2,P3,S6"
8,2,C1,P3,S1,4.86481004233489,"C1,P3","C1,P3,S1"
8,2,C1,P3,S4,4.864810042335036,"C1,P3","C1,P3,S4"
8,2,C1,P3,S6,4.864810042334828,"C1,P3","C1,P3,S6"
8,2,C2,P3,S1,4.864810042334575,"C2,P3","C2,P3,S1"
8,2,C2,P3,S4,4.864810042334932,"C2,P3","C2,P3,S4"
8,2,C2,P3,S6,4.8648100423352325,"C2,P3","C2,P3,S6"
8,3,C1,P3,S1,4.775636781869821,"C1,P3","C1,P3,S1"
8,3,C1,P3,S4,4.6864635214047246,"C1,P3","C1,P3,S4"
8,3,C1,P3,S6,4.7756367818698635,"C1,P3","C1,P3,S6"
8,3,C2,P3,S1,4.86481004233463,"C2,P3","C2,P3,S1"
8,3,C2,P3,S4,4.864810042334261,"C2,P3","C2,P3,S4"
8,3,C2,P3,S6,4.86481004233409,"C2,P3","C2,P3,S6"
8,4,C1,P3,S1,4.775636781869821,"C1,P3","C1,P3,S1"
8,4,C1,P3,S4,4.6864635214047246,"C1,P3","C1,P3,S4"
8,4,C1,P3,S6,4.7756367818698635,"C1,P3","C1,P3,S6"
8,4,C2,P3,S1,4.86481004233463,"C2,P3","C2,P3,S1"
8,4,C2,P3,S4,4.864810042334261,"C2,P3","C2,P3,S4"
8,4,C2,P3,S6,4.86481004233409,"C2,P3","C2,P3,S6"
9,0,C1,P3,S1,4.846261941911564,"C1,P3","C1,P3,S1"
9,0,C1,P3,S4,4.846261941911386,"C1,P3","C1,P3,S4"
9,0,C1,P3,S6,4.8462619419113935,"C1,P3","C1,P3,S6"
9,0,C2,P3,S1,4.846261941911789,"C2,P3","C2,P3,S1"
9,0,C2,P3,S4,4.846261941912511,"C2,P3","C2,P3,S4"
9,0,C2,P3,S6,4.8462619419103765,"C2,P3","C2,P3,S6"
9,1,C1,P3,S1,4.846261941911444,"C1,P3","C1,P3,S1"
9,1,C1,P3,S4,4.84626194191186,"C1,P3","C1,P3,S4"
9,1,C1,P3,S6,4.846261941911509,"C1,P3","C1,P3,S6"
9,1,C2,P3,S1,4.846261941911436,"C2,P3","C2,P3,S1"
9,1,C2,P3,S4,4.84626194191147,"C2,P3","C2,P3,S4"
9,1,C2,P3,S6,4.846261941911823,"C2,P3","C2,P3,S6"
9,2,C1,P3,S1,4.8462619419114805,"C1,P3","C1,P3,S1"
9,2,C1,P3,S4,4.8462619419115445,"C1,P3","C1,P3,S4"
9,2,C1,P3,S6,4.846261941911551,"C1,P3","C1,P3,S6"
9,2,C2,P3,S1,4.8462619419117114,"C2,P3","C2,P3,S1"
9,2,C2,P3,S4,4.846261941912523,"C2,P3","C2,P3,S4"
9,2,C2,P3,S6,4.846261941911864,"C2,P3","C2,P3,S6"
9,3,C1,P3,S1,4.710485414051142,"C1,P3","C1,P3,S1"
9,3,C1,P3,S4,4.574708886190763,"C1,P3","C1,P3,S4"
9,3,C1,P3,S6,4.710485414051104,"C1,P3","C1,P3,S6"
9,3,C2,P3,S1,4.846261941911786,"C2,P3","C2,P3,S1"
9,3,C2,P3,S4,4.846261941911365,"C2,P3","C2,P3,S4"
9,3,C2,P3,S6,4.846261941910846,"C2,P3","C2,P3,S6"
9,4,C1,P3,S1,4.710485414051142,"C1,P3","C1,P3,S1"
9,4,C1,P3,S4,4.574708886190763,"C1,P3","C1,P3,S4"
9,4,C1,P3,S6,4.710485414051104,"C1,P3","C1,P3,S6"
9,4,C2,P3,S1,4.846261941911786,"C2,P3","C2,P3,S1"
9,4,C2,P3,S4,4.846261941911365,"C2,P3","C2,P3,S4"
9,4,C2,P3,S6,4.846261941910846,"C2,P3","C2,P3,S6"
10,0,C1,P3,S1,4.827899322492474,"C1,P3","C1,P3,S1"
10,0,C1,P3,S4,4.827899322492296,"C1,P3","C1,P3,S4"
10,0,C1,P3,S6,4.82789932249139,"C1,P3","C1,P3,S6"
10,0,C2,P3,S1,4.827899322492312,"C2,P3","C2,P3,S1"
10,0,C2,P3,S4,4.827899322493428,"C2,P3","C2,P3,S4"
10,0,C2,P3,S6,4.82789932249258,"C2,P3","C2,P3,S6"
10,1,C1,P3,S1,4.827899322492521,"C1,P3","C1,P3,S1"
10,1,C1,P3,S4,4.827899322492414,"C1,P3","C1,P3,S4"
10,1,C1,P3,S6,4.827899322492448,"C1,P3","C1,P3,S6"
10,1,C2,P3,S1,4.8278993224936055,"C2,P3","C2,P3,S1"
10,1,C2,P3,S4,4.827899322493437,"C2,P3","C2,P3,S4"
10,1,C2,P3,S6,4.827899322492448,"C2,P3","C2,P3,S6"
10,2,C1,P3,S1,4.827899322492529,"C1,P3","C1,P3,S1"
10,2,C1,P3,S4,4.827899322492383,"C1,P3","C1,P3,S4"
10,2,C1,P3,S6,4.827899322492501,"C1,P3","C1,P3,S6"
10,2,C2,P3,S1,4.827899322493579,"C2,P3","C2,P3,S1"
10,2,C2,P3,S4,4.827899322492975,"C2,P3","C2,P3,S4"
10,2,C2,P3,S6,4.827899322492453,"C2,P3","C2,P3,S6"
10,3,C1,P3,S1,4.645985559910578,"C1,P3","C1,P3,S1"
10,3,C1,P3,S4,4.464071797328971,"C1,P3","C1,P3,S4"
10,3,C1,P3,S6,4.64598555991059,"C1,P3","C1,P3,S6"
10,3,C2,P3,S1,4.827899322491735,"C2,P3","C2,P3,S1"
10,3,C2,P3,S4,4.827899322493648,"C2,P3","C2,P3,S4"
10,3,C2,P3,S6,4.8278993224916995,"C2,P3","C2,P3,S6"
10,4,C1,P3,S1,4.645985559910578,"C1,P3","C1,P3,S1"
10,4,C1,P3,S4,4.464071797328971,"C1,P3","C1,P3,S4"
10,4,C1,P3,S6,4.64598555991059,"C1,P3","C1,P3,S6"
10,4,C2,P3,S1,4.827899322491735,"C2,P3","C2,P3,S1"
10,4,C2,P3,S4,4.827899322493648,"C2,P3","C2,P3,S4"
10,4,C2,P3,S6,4.8278993224916995,"C2,P3","C2,P3,S6"
