T,M,D,K,C,Val,Usage,Val_Adj
2,4,C2,P3,S6,-7.1475,0.2222222222222222,-32.16375
3,0,C1,P3,S1,-6.290125,0.26666666666666666,-23.587968749999998
3,0,C1,P3,S4,-6.290125,1.0222222222222221,-6.153383152173913
3,0,C1,P3,S6,-6.290125,0.13333333333333333,-47.175937499999996
3,0,C2,P3,S1,-6.290125,1.0222222222222221,-6.153383152173913
3,0,C2,P3,S4,-6.290125,1.1555555555555554,-5.443377403846154
3,0,C2,P3,S6,-6.290125,0.2222222222222222,-28.3055625
3,1,C1,P3,S1,-6.290125,0.26666666666666666,-23.587968749999998
3,1,C1,P3,S4,-6.290125,1.0222222222222221,-6.153383152173913
3,1,C1,P3,S6,-6.290125,0.13333333333333333,-47.175937499999996
3,1,C2,P3,S1,-6.290125,1.0222222222222221,-6.153383152173913
3,1,C2,P3,S4,-6.290125,1.1555555555555554,-5.443377403846154
3,1,C2,P3,S6,-6.290125,0.2222222222222222,-28.3055625
3,2,C1,P3,S1,-6.290125,0.26666666666666666,-23.587968749999998
3,2,C1,P3,S4,-6.290125,1.0222222222222221,-6.153383152173913
3,2,C1,P3,S6,-6.290125,0.13333333333333333,-47.175937499999996
3,2,C2,P3,S1,-6.290125,1.0222222222222221,-6.153383152173913
3,2,C2,P3,S4,-6.290125,1.1555555555555554,-5.443377403846154
3,2,C2,P3,S6,-6.290125,0.2222222222222222,-28.3055625
3,3,C1,P3,S1,-6.290125,0.26666666666666666,-23.587968749999998
3,3,C1,P3,S4,-6.290125,1.0222222222222221,-6.153383152173913
3,3,C1,P3,S6,-6.290125,0.13333333333333333,-47.175937499999996
3,3,C2,P3,S1,-6.290125,1.0222222222222221,-6.153383152173913
3,3,C2,P3,S4,-6.290125,1.1555555555555554,-5.443377403846154
3,3,C2,P3,S6,-6.290125,0.2222222222222222,-28.3055625
3,4,C1,P3,S1,-6.290125,0.26666666666666666,-23.587968749999998
3,4,C1,P3,S4,-6.290125,1.0222222222222221,-6.153383152173913
3,4,C1,P3,S6,-6.290125,0.13333333333333333,-47.175937499999996
3,4,C2,P3,S1,-6.290125,1.0222222222222221,-6.153383152173913
3,4,C2,P3,S4,-6.290125,1.1555555555555554,-5.443377403846154
3,4,C2,P3,S6,-6.290125,0.2222222222222222,-28.3055625
4,0,C1,P3,S1,-5.475618750000001,0.26666666666666666,-20.533570312500004
4,0,C1,P3,S4,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,0,C1,P3,S6,-5.475618750000001,0.13333333333333333,-41.06714062500001
4,0,C2,P3,S1,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,0,C2,P3,S4,-5.475618750000001,1.1555555555555554,-4.73851622596154
4,0,C2,P3,S6,-5.475618750000001,0.2222222222222222,-24.640284375000004
4,1,C1,P3,S1,-5.475618750000001,0.26666666666666666,-20.533570312500004
4,1,C1,P3,S4,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,1,C1,P3,S6,-5.475618750000001,0.13333333333333333,-41.06714062500001
4,1,C2,P3,S1,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,1,C2,P3,S4,-5.475618750000001,1.1555555555555554,-4.73851622596154
4,1,C2,P3,S6,-5.475618750000001,0.2222222222222222,-24.640284375000004
4,2,C1,P3,S1,-5.475618750000001,0.26666666666666666,-20.533570312500004
4,2,C1,P3,S4,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,2,C1,P3,S6,-5.475618750000001,0.13333333333333333,-41.06714062500001
4,2,C2,P3,S1,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,2,C2,P3,S4,-5.475618750000001,1.1555555555555554,-4.73851622596154
4,2,C2,P3,S6,-5.475618750000001,0.2222222222222222,-24.640284375000004
4,3,C1,P3,S1,-5.475618750000001,0.26666666666666666,-20.533570312500004
4,3,C1,P3,S4,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,3,C1,P3,S6,-5.475618750000001,0.13333333333333333,-41.06714062500001
4,3,C2,P3,S1,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,3,C2,P3,S4,-5.475618750000001,1.1555555555555554,-4.73851622596154
4,3,C2,P3,S6,-5.475618750000001,0.2222222222222222,-24.640284375000004
4,4,C1,P3,S1,-5.475618750000001,0.26666666666666666,-20.533570312500004
4,4,C1,P3,S4,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,4,C1,P3,S6,-5.475618750000001,0.13333333333333333,-41.06714062500001
4,4,C2,P3,S1,-5.475618750000001,1.0222222222222221,-5.35658355978261
4,4,C2,P3,S4,-5.475618750000001,1.1555555555555554,-4.73851622596154
4,4,C2,P3,S6,-5.475618750000001,0.2222222222222222,-24.640284375000004
5,0,C1,P3,S1,-4.701837812500001,0.26666666666666666,-17.631891796875003
5,0,C1,P3,S4,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,0,C1,P3,S6,-4.701837812500001,0.13333333333333333,-35.263783593750006
5,0,C2,P3,S1,-4.701837812500001,1.0222222222222221,-4.599623947010871
5,0,C2,P3,S4,-4.701837812500001,1.1555555555555554,-4.068898106971155
5,0,C2,P3,S6,-4.701837812500001,0.2222222222222222,-21.158270156250005
